,period,month,year,stateDescription,price,sales
0,2001-01-01,1,2001,Connecticut,8.09,360.79377
1,2001-02-01,2,2001,Connecticut,7.25,494.46504
2,2001-03-01,3,2001,Connecticut,7.53,430.48559
3,2001-04-01,4,2001,Connecticut,7.79,398.4641
4,2001-05-01,5,2001,Connecticut,7.5,520.12165
5,2001-06-01,6,2001,Connecticut,7.48,578.50559
6,2001-07-01,7,2001,Connecticut,7.94,429.09188
7,2001-08-01,8,2001,Connecticut,7.78,524.73634
8,2001-09-01,9,2001,Connecticut,7.62,448.55974
9,2001-10-01,10,2001,Connecticut,7.61,505.6883
10,2001-11-01,11,2001,Connecticut,7.51,439.7962
11,2001-12-01,12,2001,Connecticut,7.57,441.5258
12,2002-01-01,1,2002,Connecticut,7.84,389.34745
13,2002-02-01,2,2002,Connecticut,7.43,421.43306
14,2002-03-01,3,2002,Connecticut,7.5,449.50139
15,2002-04-01,4,2002,Connecticut,7.67,437.70089
16,2002-05-01,5,2002,Connecticut,7.71,464.52503
17,2002-06-01,6,2002,Connecticut,7.74,467.25329
18,2002-07-01,7,2002,Connecticut,8.36,489.01708
19,2002-08-01,8,2002,Connecticut,7.13,499.94286
20,2002-09-01,9,2002,Connecticut,7.61,444.94244
21,2002-10-01,10,2002,Connecticut,7.85,463.02371
22,2002-11-01,11,2002,Connecticut,7.61,444.21795
23,2002-12-01,12,2002,Connecticut,7.7,399.43384
24,2003-01-01,1,2003,Connecticut,7.13,461.49991
25,2003-02-01,2,2003,Connecticut,7.74,388.8709
26,2003-03-01,3,2003,Connecticut,7.59,429.56231
27,2003-04-01,4,2003,Connecticut,8.21,409.028
28,2003-05-01,5,2003,Connecticut,7.91,439.96692
29,2003-06-01,6,2003,Connecticut,8.07,487.67999
30,2003-07-01,7,2003,Connecticut,8.16,474.33232
31,2003-08-01,8,2003,Connecticut,8.22,500.06513
32,2003-09-01,9,2003,Connecticut,8.5,504.70455
33,2003-10-01,10,2003,Connecticut,8.15,470.31783
34,2003-11-01,11,2003,Connecticut,8.19,412.73615
35,2003-12-01,12,2003,Connecticut,7.88,387.154
36,2004-01-01,1,2004,Connecticut,8.14,433.73087
37,2004-02-01,2,2004,Connecticut,8.03,435.46697
38,2004-03-01,3,2004,Connecticut,8.28,443.76435
39,2004-04-01,4,2004,Connecticut,7.98,422.56125
40,2004-05-01,5,2004,Connecticut,8.28,450.56586
41,2004-06-01,6,2004,Connecticut,8.48,442.50441
42,2004-07-01,7,2004,Connecticut,7.97,543.23033
43,2004-08-01,8,2004,Connecticut,8.66,485.40401
44,2004-09-01,9,2004,Connecticut,7.45,429.3471
45,2004-10-01,10,2004,Connecticut,6.84,464.02673
46,2004-11-01,11,2004,Connecticut,7.12,372.3099
47,2004-12-01,12,2004,Connecticut,7.25,435.58522
48,2005-01-01,1,2005,Connecticut,8.77,411.76906
49,2005-02-01,2,2005,Connecticut,9.36,367.54338
50,2005-03-01,3,2005,Connecticut,9.27,432.81381
51,2005-04-01,4,2005,Connecticut,8.84,411.41152
52,2005-05-01,5,2005,Connecticut,9.3,427.33322
53,2005-06-01,6,2005,Connecticut,9.68,449.4722
54,2005-07-01,7,2005,Connecticut,9.56,459.55704
55,2005-08-01,8,2005,Connecticut,9.82,468.3787
56,2005-09-01,9,2005,Connecticut,9.6,459.50597
57,2005-10-01,10,2005,Connecticut,9.53,451.69044
58,2005-11-01,11,2005,Connecticut,9.38,412.15918
59,2005-12-01,12,2005,Connecticut,9.58,401.30147
60,2006-01-01,1,2006,Connecticut,10.46,388.18444
61,2006-02-01,2,2006,Connecticut,11.42,388.80108
62,2006-03-01,3,2006,Connecticut,11.08,410.63509
63,2006-04-01,4,2006,Connecticut,11.92,383.94267
64,2006-05-01,5,2006,Connecticut,10.86,429.85048
65,2006-06-01,6,2006,Connecticut,11.54,470.58659
66,2006-07-01,7,2006,Connecticut,11.86,450.44135
67,2006-08-01,8,2006,Connecticut,12.52,419.03995
68,2006-09-01,9,2006,Connecticut,12.18,409.35404
69,2006-10-01,10,2006,Connecticut,11.63,409.66839
70,2006-11-01,11,2006,Connecticut,12.08,379.64477
71,2006-12-01,12,2006,Connecticut,13.0,385.83216
72,2007-01-01,1,2007,Connecticut,13.99,382.10097
73,2007-02-01,2,2007,Connecticut,13.22,406.25327
74,2007-03-01,3,2007,Connecticut,12.78,428.19679
75,2007-04-01,4,2007,Connecticut,12.83,429.59188
76,2007-05-01,5,2007,Connecticut,12.47,479.30059
77,2007-06-01,6,2007,Connecticut,12.64,509.65781
78,2007-07-01,7,2007,Connecticut,14.21,442.0793
79,2007-08-01,8,2007,Connecticut,12.22,548.0861
80,2007-10-01,10,2007,Connecticut,12.52,482.1515
81,2007-11-01,11,2007,Connecticut,13.26,445.65736
82,2007-12-01,12,2007,Connecticut,13.05,436.53733
83,2008-01-01,1,2008,Connecticut,15.22,273.73471
84,2008-02-01,2,2008,Connecticut,13.85,380.15928
85,2008-03-01,3,2008,Connecticut,13.73,388.14313
86,2008-04-01,4,2008,Connecticut,14.29,383.68422
87,2008-05-01,5,2008,Connecticut,14.65,341.1659
88,2008-06-01,6,2008,Connecticut,14.82,360.63392
89,2008-07-01,7,2008,Connecticut,16.15,352.55803
90,2008-08-01,8,2008,Connecticut,15.73,414.87477
91,2008-09-01,9,2008,Connecticut,15.17,429.11526
92,2008-10-01,10,2008,Connecticut,15.28,386.0611
93,2008-11-01,11,2008,Connecticut,15.2,359.00587
94,2008-12-01,12,2008,Connecticut,15.17,302.14182
95,2009-01-01,1,2009,Connecticut,15.34,326.82182
96,2009-02-01,2,2009,Connecticut,15.32,306.96583
97,2009-03-01,3,2009,Connecticut,15.19,294.41873
98,2009-04-01,4,2009,Connecticut,15.1,291.25096
99,2009-05-01,5,2009,Connecticut,14.56,319.16313
100,2009-06-01,6,2009,Connecticut,15.31,280.68018
101,2009-07-01,7,2009,Connecticut,15.52,343.48203
102,2009-08-01,8,2009,Connecticut,14.73,326.56361
103,2009-09-01,9,2009,Connecticut,14.74,319.89951
104,2009-10-01,10,2009,Connecticut,14.87,309.80054
105,2009-11-01,11,2009,Connecticut,14.79,285.14573
106,2009-12-01,12,2009,Connecticut,14.31,287.82693
107,2010-01-01,1,2010,Connecticut,15.41,293.3547
108,2010-02-01,2,2010,Connecticut,15.01,277.25342
109,2010-03-01,3,2010,Connecticut,14.84,303.83426
110,2010-04-01,4,2010,Connecticut,14.62,300.01696
111,2010-05-01,5,2010,Connecticut,14.35,289.87078
112,2010-06-01,6,2010,Connecticut,14.78,334.62249
113,2010-07-01,7,2010,Connecticut,14.43,313.69486
114,2010-08-01,8,2010,Connecticut,14.04,373.2478
115,2010-09-01,9,2010,Connecticut,14.43,349.56065
116,2010-10-01,10,2010,Connecticut,14.02,312.13504
117,2010-11-01,11,2010,Connecticut,14.25,285.64765
118,2010-12-01,12,2010,Connecticut,14.04,279.71339
119,2011-01-01,1,2011,Connecticut,13.94,272.21731
120,2011-02-01,2,2011,Connecticut,13.3,279.46182
121,2011-03-01,3,2011,Connecticut,13.41,299.13854
122,2011-04-01,4,2011,Connecticut,13.24,277.56063
123,2011-05-01,5,2011,Connecticut,12.97,340.72016
124,2011-06-01,6,2011,Connecticut,13.28,318.23054
125,2011-07-01,7,2011,Connecticut,13.28,343.93564
126,2011-08-01,8,2011,Connecticut,12.98,357.01581
127,2011-09-01,9,2011,Connecticut,13.09,318.34362
128,2011-10-01,10,2011,Connecticut,13.54,277.77227
129,2011-11-01,11,2011,Connecticut,12.82,303.64897
130,2011-12-01,12,2011,Connecticut,13.19,280.17171
131,2012-01-01,1,2012,Connecticut,13.19,279.54639
132,2012-02-01,2,2012,Connecticut,12.8,279.12469
133,2012-03-01,3,2012,Connecticut,12.63,278.79335
134,2012-04-01,4,2012,Connecticut,12.56,286.87411
135,2012-05-01,5,2012,Connecticut,12.4,299.34595
136,2012-06-01,6,2012,Connecticut,12.54,314.15591
137,2012-07-01,7,2012,Connecticut,12.61,330.93158
138,2012-08-01,8,2012,Connecticut,12.45,363.2854
139,2012-09-01,9,2012,Connecticut,12.87,304.69981
140,2012-10-01,10,2012,Connecticut,12.92,276.43219
141,2012-11-01,11,2012,Connecticut,12.63,281.72636
142,2012-12-01,12,2012,Connecticut,12.57,271.02826
143,2013-01-01,1,2013,Connecticut,12.73,270.97192
144,2013-02-01,2,2013,Connecticut,12.84,271.69741
145,2013-03-01,3,2013,Connecticut,12.71,264.47329
146,2013-04-01,4,2013,Connecticut,12.42,298.23403
147,2013-05-01,5,2013,Connecticut,12.4,290.59152
148,2013-06-01,6,2013,Connecticut,12.6,300.24907
149,2013-07-01,7,2013,Connecticut,12.51,329.69622
150,2013-08-01,8,2013,Connecticut,12.5,331.97201
151,2013-09-01,9,2013,Connecticut,12.63,302.2895
152,2013-10-01,10,2013,Connecticut,12.68,289.80506
153,2013-11-01,11,2013,Connecticut,12.81,258.37206
154,2013-12-01,12,2013,Connecticut,12.53,281.78792
155,2014-01-01,1,2014,Connecticut,13.19,276.07657
156,2014-02-01,2,2014,Connecticut,14.34,279.66291
157,2014-03-01,3,2014,Connecticut,13.64,273.76451
158,2014-04-01,4,2014,Connecticut,13.1,282.59544
159,2014-05-01,5,2014,Connecticut,12.47,288.00714
160,2014-07-01,7,2014,Connecticut,13.04,299.42331
161,2014-08-01,8,2014,Connecticut,12.4,340.50186
162,2014-09-01,9,2014,Connecticut,12.49,310.97411
163,2014-10-01,10,2014,Connecticut,12.38,283.56439
164,2014-11-01,11,2014,Connecticut,12.4,282.25706
165,2014-12-01,12,2014,Connecticut,13.02,292.97078
166,2015-01-01,1,2015,Connecticut,13.26,271.62103
167,2015-02-01,2,2015,Connecticut,14.26,268.72381
168,2015-03-01,3,2015,Connecticut,14.26,279.7742
169,2015-04-01,4,2015,Connecticut,12.96,277.77552
170,2015-05-01,5,2015,Connecticut,12.67,245.34584
171,2015-06-01,6,2015,Connecticut,12.77,317.53333
172,2015-07-01,7,2015,Connecticut,12.18,312.50281
173,2015-08-01,8,2015,Connecticut,12.55,318.57551
174,2015-09-01,9,2015,Connecticut,12.64,304.77519
175,2015-10-01,10,2015,Connecticut,12.78,301.19751
176,2015-11-01,11,2015,Connecticut,12.97,262.6264
177,2015-12-01,12,2015,Connecticut,12.39,271.55085
178,2016-01-01,1,2016,Connecticut,12.8,270.52605
179,2016-02-01,2,2016,Connecticut,13.24,258.50923
180,2016-03-01,3,2016,Connecticut,13.19,269.97846
181,2016-04-01,4,2016,Connecticut,12.68,273.52521
182,2016-05-01,5,2016,Connecticut,12.85,267.61375
183,2016-06-01,6,2016,Connecticut,12.55,294.74838
184,2016-07-01,7,2016,Connecticut,12.87,299.27686
185,2016-08-01,8,2016,Connecticut,12.73,324.76524
186,2016-09-01,9,2016,Connecticut,12.81,305.43083
187,2016-10-01,10,2016,Connecticut,12.73,267.67636
188,2016-11-01,11,2016,Connecticut,12.61,274.62092
189,2016-12-01,12,2016,Connecticut,12.73,263.39673
190,2017-01-01,1,2017,Connecticut,13.12,255.39411
191,2017-02-01,2,2017,Connecticut,12.95,249.47767
192,2017-03-01,3,2017,Connecticut,12.96,253.01628
193,2017-04-01,4,2017,Connecticut,12.75,259.0964
194,2017-05-01,5,2017,Connecticut,13.03,257.30077
195,2017-06-01,6,2017,Connecticut,12.84,288.94333
196,2017-07-01,7,2017,Connecticut,13.51,283.87254
197,2017-08-01,8,2017,Connecticut,13.24,312.96829
198,2017-09-01,9,2017,Connecticut,13.29,283.92986
199,2017-10-01,10,2017,Connecticut,13.28,273.18615
200,2017-11-01,11,2017,Connecticut,13.32,275.77539
201,2017-12-01,12,2017,Connecticut,12.85,250.65421
202,2018-01-01,1,2018,Connecticut,14.92,231.51543
203,2018-02-01,2,2018,Connecticut,13.88,264.92317
204,2018-03-01,3,2018,Connecticut,13.8,255.8553
205,2018-04-01,4,2018,Connecticut,13.59,248.25506
206,2018-05-01,5,2018,Connecticut,12.38,330.50892
207,2018-06-01,6,2018,Connecticut,14.85,223.60381
208,2018-07-01,7,2018,Connecticut,13.37,280.64399
209,2018-08-01,8,2018,Connecticut,13.78,308.04689
210,2018-09-01,9,2018,Connecticut,14.0,276.4533
211,2018-10-01,10,2018,Connecticut,13.54,280.26407
212,2018-11-01,11,2018,Connecticut,13.82,263.63872
213,2018-12-01,12,2018,Connecticut,13.99,246.28333
214,2019-01-01,1,2019,Connecticut,14.25,260.79646
215,2019-02-01,2,2019,Connecticut,14.06,242.22496
216,2019-03-01,3,2019,Connecticut,13.61,259.7067
217,2019-04-01,4,2019,Connecticut,13.81,243.80521
218,2019-05-01,5,2019,Connecticut,12.98,260.09041
219,2019-06-01,6,2019,Connecticut,13.6,249.86776
220,2019-07-01,7,2019,Connecticut,13.17,292.07568
221,2019-08-01,8,2019,Connecticut,13.24,270.12294
222,2019-09-01,9,2019,Connecticut,13.24,261.02114
223,2019-10-01,10,2019,Connecticut,13.01,259.0593
224,2019-11-01,11,2019,Connecticut,13.05,256.44138
225,2019-12-01,12,2019,Connecticut,13.29,216.58007
226,2020-01-01,1,2020,Connecticut,13.82,221.65659
227,2020-02-01,2,2020,Connecticut,13.39,227.58457
228,2020-03-01,3,2020,Connecticut,13.15,228.07613
229,2020-04-01,4,2020,Connecticut,13.18,220.88024
230,2020-05-01,5,2020,Connecticut,13.91,207.82643
231,2020-06-01,6,2020,Connecticut,12.61,254.23721
232,2020-07-01,7,2020,Connecticut,13.37,276.32067
233,2020-08-01,8,2020,Connecticut,13.33,241.486
234,2020-09-01,9,2020,Connecticut,13.08,260.56396
235,2020-10-01,10,2020,Connecticut,12.29,254.57895
236,2020-11-01,11,2020,Connecticut,12.59,232.73632
237,2020-12-01,12,2020,Connecticut,12.32,234.34393
238,2021-01-01,1,2021,Connecticut,9.93,220.34105
239,2021-02-01,2,2021,Connecticut,10.52,216.2444
240,2021-03-01,3,2021,Connecticut,11.49,225.3001
241,2021-04-01,4,2021,Connecticut,7.79,215.51321
242,2021-05-01,5,2021,Connecticut,9.07,265.39675
243,2021-06-01,6,2021,Connecticut,9.63,233.12249
244,2021-07-01,7,2021,Connecticut,9.75,233.30792
245,2021-08-01,8,2021,Connecticut,8.68,267.67724
246,2021-09-01,9,2021,Connecticut,9.82,239.6768
247,2021-10-01,10,2021,Connecticut,9.89,245.71182
248,2021-11-01,11,2021,Connecticut,9.58,223.74376
249,2021-12-01,12,2021,Connecticut,9.67,213.15846
250,2022-01-01,1,2022,Connecticut,14.65,226.03421
251,2022-02-01,2,2022,Connecticut,15.23,213.97577
252,2022-03-01,3,2022,Connecticut,14.31,231.59807
253,2022-04-01,4,2022,Connecticut,14.61,229.06993
254,2022-05-01,5,2022,Connecticut,14.29,244.2619
255,2022-06-01,6,2022,Connecticut,15.0,237.69501
256,2022-07-01,7,2022,Connecticut,14.85,266.94384
257,2022-08-01,8,2022,Connecticut,15.77,257.09098
258,2022-09-01,9,2022,Connecticut,15.29,235.16765
259,2022-10-01,10,2022,Connecticut,14.26,245.4978
260,2022-11-01,11,2022,Connecticut,14.34,226.2426
261,2022-12-01,12,2022,Connecticut,16.35,197.82425
262,2023-01-01,1,2023,Connecticut,16.49,188.54049
263,2023-02-01,2,2023,Connecticut,15.96,215.31002
264,2023-03-01,3,2023,Connecticut,15.47,200.36706
265,2023-04-01,4,2023,Connecticut,15.2,219.19939
266,2001-01-01,1,2001,Delaware,3.69,330.85818
267,2001-02-01,2,2001,Delaware,2.88,403.21731
268,2001-03-01,3,2001,Delaware,4.46,311.49901
269,2001-04-01,4,2001,Delaware,4.19,317.92157
270,2001-05-01,5,2001,Delaware,5.04,299.75963
271,2001-06-01,6,2001,Delaware,4.91,334.5798
272,2001-07-01,7,2001,Delaware,5.66,347.35152
273,2001-08-01,8,2001,Delaware,5.78,354.31625
274,2001-09-01,9,2001,Delaware,5.89,342.72215
275,2001-10-01,10,2001,Delaware,5.72,311.61329
276,2001-11-01,11,2001,Delaware,5.04,321.73716
277,2001-12-01,12,2001,Delaware,4.75,301.95612
278,2002-01-01,1,2002,Delaware,5.05,330.96565
279,2002-02-01,2,2002,Delaware,4.84,328.8615
280,2002-03-01,3,2002,Delaware,4.8,347.82812
281,2002-04-01,4,2002,Delaware,5.06,303.34164
282,2002-05-01,5,2002,Delaware,4.66,341.44205
283,2002-06-01,6,2002,Delaware,5.17,351.25082
284,2002-07-01,7,2002,Delaware,5.05,363.54801
285,2002-08-01,8,2002,Delaware,4.95,392.46509
286,2002-09-01,9,2002,Delaware,5.08,388.29204
287,2002-10-01,10,2002,Delaware,4.66,372.23532
288,2002-11-01,11,2002,Delaware,4.37,328.25149
289,2002-12-01,12,2002,Delaware,4.49,302.55227
290,2003-01-01,1,2003,Delaware,4.81,349.2897
291,2003-02-01,2,2003,Delaware,5.16,346.49707
292,2003-03-01,3,2003,Delaware,5.27,352.49046
293,2003-04-01,4,2003,Delaware,5.19,343.06918
294,2003-05-01,5,2003,Delaware,4.81,386.8838
295,2003-06-01,6,2003,Delaware,5.12,394.48854
296,2003-07-01,7,2003,Delaware,5.81,408.48533
297,2003-08-01,8,2003,Delaware,5.91,403.03055
298,2003-09-01,9,2003,Delaware,5.4,416.76718
299,2003-10-01,10,2003,Delaware,4.39,391.3548
300,2003-11-01,11,2003,Delaware,5.17,350.23863
301,2003-12-01,12,2003,Delaware,4.61,380.43877
302,2004-01-01,1,2004,Delaware,5.7,289.10724
303,2004-02-01,2,2004,Delaware,5.67,280.93043
304,2004-03-01,3,2004,Delaware,5.38,292.13819
305,2004-04-01,4,2004,Delaware,5.37,285.57775
306,2004-05-01,5,2004,Delaware,5.55,286.18748
307,2004-06-01,6,2004,Delaware,6.93,298.29168
308,2004-07-01,7,2004,Delaware,6.74,294.2321
309,2004-08-01,8,2004,Delaware,6.78,291.345
310,2004-09-01,9,2004,Delaware,6.5,298.08514
311,2004-10-01,10,2004,Delaware,6.67,263.75191
312,2004-11-01,11,2004,Delaware,5.25,287.36768
313,2004-12-01,12,2004,Delaware,6.13,256.18539
314,2005-01-01,1,2005,Delaware,6.4,272.08793
315,2005-02-01,2,2005,Delaware,6.4,273.4309
316,2005-03-01,3,2005,Delaware,6.33,261.00246
317,2005-04-01,4,2005,Delaware,5.91,275.50917
318,2005-05-01,5,2005,Delaware,5.68,276.64987
319,2005-06-01,6,2005,Delaware,5.57,279.59289
320,2005-07-01,7,2005,Delaware,5.9,295.48626
321,2005-08-01,8,2005,Delaware,6.24,303.46547
322,2005-09-01,9,2005,Delaware,6.47,306.57497
323,2005-10-01,10,2005,Delaware,6.51,275.08053
324,2005-11-01,11,2005,Delaware,6.35,249.36923
325,2005-12-01,12,2005,Delaware,6.83,236.77232
326,2006-01-01,1,2006,Delaware,6.46,271.38418
327,2006-02-01,2,2006,Delaware,6.64,271.97135
328,2006-03-01,3,2006,Delaware,6.64,263.80906
329,2006-04-01,4,2006,Delaware,6.49,251.34975
330,2006-05-01,5,2006,Delaware,7.17,203.85008
331,2006-06-01,6,2006,Delaware,7.07,287.29212
332,2006-07-01,7,2006,Delaware,8.66,296.4642
333,2006-08-01,8,2006,Delaware,9.02,293.41741
334,2006-09-01,9,2006,Delaware,8.63,291.37978
335,2006-10-01,10,2006,Delaware,8.62,139.5911
336,2006-11-01,11,2006,Delaware,8.29,265.46197
337,2006-12-01,12,2006,Delaware,8.3,264.05702
338,2007-01-01,1,2007,Delaware,8.28,258.56786
339,2007-02-01,2,2007,Delaware,8.75,236.17554
340,2007-03-01,3,2007,Delaware,8.41,244.7415
341,2007-04-01,4,2007,Delaware,8.27,249.65728
342,2007-05-01,5,2007,Delaware,8.14,250.48047
343,2007-06-01,6,2007,Delaware,8.88,272.05298
344,2007-07-01,7,2007,Delaware,9.19,260.89764
345,2007-08-01,8,2007,Delaware,9.62,268.76757
346,2007-09-01,9,2007,Delaware,9.16,266.13259
347,2007-10-01,10,2007,Delaware,9.43,251.18076
348,2007-11-01,11,2007,Delaware,9.33,286.23497
349,2007-12-01,12,2007,Delaware,9.55,233.56484
350,2008-01-01,1,2008,Delaware,10.07,238.93387
351,2008-02-01,2,2008,Delaware,9.84,240.38878
352,2008-03-01,3,2008,Delaware,9.82,234.24723
353,2008-04-01,4,2008,Delaware,10.18,245.24304
354,2008-05-01,5,2008,Delaware,10.09,250.55039
355,2008-06-01,6,2008,Delaware,11.59,253.87438
356,2008-07-01,7,2008,Delaware,11.84,253.84596
357,2008-08-01,8,2008,Delaware,10.58,267.87437
358,2008-09-01,9,2008,Delaware,11.28,252.28345
359,2008-10-01,10,2008,Delaware,10.37,275.76753
360,2008-11-01,11,2008,Delaware,9.85,239.9839
361,2008-12-01,12,2008,Delaware,10.21,228.7281
362,2009-01-01,1,2009,Delaware,10.6,238.68115
363,2009-02-01,2,2009,Delaware,10.08,211.98245
364,2009-03-01,3,2009,Delaware,10.04,202.8168
365,2009-04-01,4,2009,Delaware,9.49,193.43016
366,2009-05-01,5,2009,Delaware,9.42,218.09188
367,2009-06-01,6,2009,Delaware,9.14,220.95254
368,2009-07-01,7,2009,Delaware,9.26,255.12114
369,2009-08-01,8,2009,Delaware,9.35,245.92642
370,2009-09-01,9,2009,Delaware,9.03,270.51948
371,2009-10-01,10,2009,Delaware,9.2,246.96501
372,2009-11-01,11,2009,Delaware,9.17,230.73437
373,2009-12-01,12,2009,Delaware,9.5,202.7106
374,2010-01-01,1,2010,Delaware,9.45,206.22541
375,2010-02-01,2,2010,Delaware,9.41,196.55656
376,2010-03-01,3,2010,Delaware,8.94,198.69874
377,2010-04-01,4,2010,Delaware,9.04,206.17827
378,2010-05-01,5,2010,Delaware,9.44,202.65829
379,2010-06-01,6,2010,Delaware,9.87,212.45857
380,2010-07-01,7,2010,Delaware,10.16,236.93682
381,2010-08-01,8,2010,Delaware,10.19,228.64442
382,2010-09-01,9,2010,Delaware,9.76,224.56564
383,2010-10-01,10,2010,Delaware,9.63,213.63744
384,2010-11-01,11,2010,Delaware,8.99,200.53471
385,2010-12-01,12,2010,Delaware,9.72,198.84412
386,2011-01-01,1,2011,Delaware,9.83,202.47733
387,2011-02-01,2,2011,Delaware,9.38,198.21759
388,2011-03-01,3,2011,Delaware,8.83,199.80429
389,2011-04-01,4,2011,Delaware,8.7,200.01479
390,2011-05-01,5,2011,Delaware,9.56,199.94983
391,2011-06-01,6,2011,Delaware,9.21,218.55478
392,2011-07-01,7,2011,Delaware,9.18,232.05281
393,2011-08-01,8,2011,Delaware,8.96,243.77383
394,2011-09-01,9,2011,Delaware,8.93,227.70873
395,2011-10-01,10,2011,Delaware,8.38,229.12675
396,2011-11-01,11,2011,Delaware,8.06,223.13576
397,2011-12-01,12,2011,Delaware,8.07,216.5435
398,2012-01-01,1,2012,Delaware,7.96,216.86291
399,2012-02-01,2,2012,Delaware,7.84,218.83611
400,2012-03-01,3,2012,Delaware,7.49,228.08924
401,2012-04-01,4,2012,Delaware,7.71,224.49052
402,2012-05-01,5,2012,Delaware,7.92,251.85655
403,2012-06-01,6,2012,Delaware,8.91,226.22762
404,2012-07-01,7,2012,Delaware,8.89,259.19278
405,2012-08-01,8,2012,Delaware,8.88,233.64709
406,2012-09-01,9,2012,Delaware,9.23,193.57058
407,2012-10-01,10,2012,Delaware,8.4,265.99738
408,2012-11-01,11,2012,Delaware,8.38,243.26356
409,2012-12-01,12,2012,Delaware,8.79,192.58667
410,2013-01-01,1,2013,Delaware,8.26,232.6228
411,2013-02-01,2,2013,Delaware,8.32,223.78631
412,2013-03-01,3,2013,Delaware,8.35,211.63365
413,2013-04-01,4,2013,Delaware,8.34,223.05554
414,2013-05-01,5,2013,Delaware,8.49,240.61496
415,2013-06-01,6,2013,Delaware,8.49,223.75544
416,2013-07-01,7,2013,Delaware,8.88,215.56108
417,2013-08-01,8,2013,Delaware,8.42,242.90444
418,2013-09-01,9,2013,Delaware,8.52,218.96342
419,2013-10-01,10,2013,Delaware,8.26,216.14095
420,2013-11-01,11,2013,Delaware,8.36,192.5949
421,2013-12-01,12,2013,Delaware,8.53,178.41652
422,2014-01-01,1,2014,Delaware,10.53,182.84919
423,2014-02-01,2,2014,Delaware,9.56,185.9832
424,2014-03-01,3,2014,Delaware,9.22,188.8618
425,2014-04-01,4,2014,Delaware,8.3,194.35708
426,2014-05-01,5,2014,Delaware,7.96,227.06332
427,2014-07-01,7,2014,Delaware,8.68,208.0791
428,2014-08-01,8,2014,Delaware,8.68,190.38349
429,2014-09-01,9,2014,Delaware,7.97,235.38812
430,2014-10-01,10,2014,Delaware,8.29,234.96618
431,2014-11-01,11,2014,Delaware,7.49,198.8979
432,2014-12-01,12,2014,Delaware,8.31,227.30697
433,2015-01-01,1,2015,Delaware,8.28,189.51156
434,2015-02-01,2,2015,Delaware,9.47,181.32083
435,2015-03-01,3,2015,Delaware,8.91,188.27563
436,2015-04-01,4,2015,Delaware,7.66,181.32788
437,2015-05-01,5,2015,Delaware,7.91,260.07077
438,2015-06-01,6,2015,Delaware,9.18,174.35074
439,2015-07-01,7,2015,Delaware,7.84,232.42426
440,2015-08-01,8,2015,Delaware,8.27,216.74299
441,2015-09-01,9,2015,Delaware,8.41,186.75443
442,2015-10-01,10,2015,Delaware,8.14,200.32983
443,2015-11-01,11,2015,Delaware,8.13,179.00164
444,2015-12-01,12,2015,Delaware,7.67,240.01145
445,2016-01-01,1,2016,Delaware,8.5,143.65726
446,2016-02-01,2,2016,Delaware,8.04,203.37444
447,2016-03-01,3,2016,Delaware,8.4,151.51276
448,2016-04-01,4,2016,Delaware,8.12,163.83469
449,2016-05-01,5,2016,Delaware,8.03,194.44571
450,2016-06-01,6,2016,Delaware,8.09,193.56077
451,2016-07-01,7,2016,Delaware,8.11,228.46669
452,2016-08-01,8,2016,Delaware,8.25,221.07134
453,2016-09-01,9,2016,Delaware,8.21,188.42605
454,2016-10-01,10,2016,Delaware,8.38,199.56003
455,2016-11-01,11,2016,Delaware,7.6,190.69851
456,2016-12-01,12,2016,Delaware,7.76,181.49276
457,2017-01-01,1,2017,Delaware,8.12,177.13255
458,2017-02-01,2,2017,Delaware,7.75,172.34323
459,2017-03-01,3,2017,Delaware,8.34,182.3951
460,2017-04-01,4,2017,Delaware,8.15,164.14433
461,2017-05-01,5,2017,Delaware,7.9,194.80222
462,2017-06-01,6,2017,Delaware,7.87,209.54234
463,2017-07-01,7,2017,Delaware,7.56,209.45164
464,2017-08-01,8,2017,Delaware,7.44,204.82397
465,2017-09-01,9,2017,Delaware,7.42,213.96255
466,2017-10-01,10,2017,Delaware,7.59,178.91651
467,2017-11-01,11,2017,Delaware,7.52,191.31281
468,2017-12-01,12,2017,Delaware,7.81,182.50978
469,2018-01-01,1,2018,Delaware,8.76,172.35487
470,2018-02-01,2,2018,Delaware,8.54,166.64691
471,2018-03-01,3,2018,Delaware,7.55,184.95559
472,2018-04-01,4,2018,Delaware,7.69,181.27676
473,2018-05-01,5,2018,Delaware,7.33,214.94398
474,2018-06-01,6,2018,Delaware,7.66,214.26411
475,2018-07-01,7,2018,Delaware,7.95,209.90967
476,2018-08-01,8,2018,Delaware,7.96,227.76268
477,2018-09-01,9,2018,Delaware,8.13,195.56673
478,2018-10-01,10,2018,Delaware,7.92,207.43573
479,2018-11-01,11,2018,Delaware,8.06,199.94807
480,2018-12-01,12,2018,Delaware,8.11,185.51992
481,2019-01-01,1,2019,Delaware,8.23,185.40007
482,2019-02-01,2,2019,Delaware,7.83,155.68704
483,2019-03-01,3,2019,Delaware,7.93,170.98039
484,2019-04-01,4,2019,Delaware,7.98,154.64299
485,2019-05-01,5,2019,Delaware,7.61,174.17321
486,2019-06-01,6,2019,Delaware,7.5,182.03426
487,2019-07-01,7,2019,Delaware,7.7,183.48233
488,2019-08-01,8,2019,Delaware,7.55,179.45612
489,2019-09-01,9,2019,Delaware,7.49,174.68822
